"","T_MAPCODE","prpinv_niaps","D3_niaps","B1i_niaps","B2i_niaps","prpinv_cfs_iat","D3_cfr_iat","B1i_cfr_iat","B2i_cfr_iat","prpinv_mapwaps","D1_mapwaps","B1i_mapwaps","B2i_mapwaps","prpinv_umgeni","D1_um","B1i_um","B2i_um","prpinv_max","D3_inv","B1i_inv","B2i_inv"
"1","AT15",0.0281856354804183,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0281856354804183,1,1,1
"2","AT16",0.0192554256051035,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0192554256051035,1,1,1
"3","AT17",0.0825571314630509,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0825571314630509,1,1,1
"4","AT18",0.0793810519349182,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0793810519349182,1,1,1
"5","AT19",0.0150706367820578,1,1,1,0.00392841993757172,1,1,1,NA,0,0,0,NA,0,0,0,0.0150706367820578,1,1,1
"6","AT20",0.0522558195344373,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0522558195344373,1,1,1
"7","AT21",0.142048056980819,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.142048056980819,1,1,1
"8","AT22",0.0991679365519152,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0991679365519152,1,1,1
"9","AT23",0.0000447294538980974,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0000447294538980974,1,1,1
"10","AT24",0.00472955371389826,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00472955371389826,1,1,1
"11","AT25",0.00230132422386963,1,1,1,0.00000938735468327539,1,1,1,NA,0,0,0,NA,0,0,0,0.00230132422386963,1,1,1
"12","AT26",0.264002121031352,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.264002121031352,1,1,1
"13","AT27",0.00532898469809895,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00532898469809895,1,1,1
"14","AT28",0.0395511279056453,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0395511279056453,1,1,1
"15","AT29",0.000875977793285906,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000875977793285906,1,1,1
"16","AT30",0.00538599411250715,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00538599411250715,1,1,1
"17","AT31",0.061045880987269,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.061045880987269,1,1,1
"18","AT32",0.00771700482562029,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00771700482562029,1,1,1
"19","AT33",0.00132542704532233,1,1,1,0.0000411097228832831,1,1,1,NA,0,0,0,NA,0,0,0,0.00132542704532233,1,1,1
"20","AT34",0.00650939545010329,1,1,1,0.0000377302472877519,1,1,1,NA,0,0,0,NA,0,0,0,0.00650939545010329,1,1,1
"21","AT35",0.0352446882619296,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0352446882619296,1,1,1
"22","AT36",0.295359557054737,1,1,1,0.00262394000886966,1,1,1,NA,0,0,0,NA,0,0,0,0.295359557054737,1,1,1
"23","AT37",0.09982737695897,1,1,1,0.0382493837583579,1,1,1,NA,0,0,0,NA,0,0,0,0.09982737695897,1,1,1
"24","AT38",0.0776350926114649,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0776350926114649,1,1,1
"25","AT39",0.0244478855583822,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0244478855583822,1,1,1
"26","AT40",0.155642110717679,1,1,1,0.00261032904395889,1,1,1,NA,0,0,0,NA,0,0,0,0.155642110717679,1,1,1
"27","AT41",0.080276871209089,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.080276871209089,1,1,1
"28","AT42",0.0270015310146452,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0270015310146452,1,1,1
"29","AT43",0.00396599714135259,1,1,1,0.000112089069435041,1,1,1,NA,0,0,0,NA,0,0,0,0.00396599714135259,1,1,1
"30","AT44",0.0395603839684326,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0395603839684326,1,1,1
"31","AT45",0.0231120311901851,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0231120311901851,1,1,1
"32","AT46",0.000300687160730692,1,1,1,0.000270799581501436,1,1,1,NA,0,0,0,NA,0,0,0,0.000300687160730692,1,1,1
"33","AT47",0.00232329925647202,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00232329925647202,1,1,1
"34","AT48",0.450561105788969,1,4,3,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.450561105788969,1,4,3
"35","AT49",0.00224488898907367,1,1,1,0.00000751265184879664,1,1,1,NA,0,0,0,NA,0,0,0,0.00224488898907367,1,1,1
"36","AT50",0.0511327744865382,1,1,1,0.000909703974682719,1,1,1,NA,0,0,0,NA,0,0,0,0.0511327744865382,1,1,1
"37","AT51",0.069590727660086,1,1,1,0.00117334247146675,1,1,1,NA,0,0,0,NA,0,0,0,0.069590727660086,1,1,1
"38","AT52",0.0606449394211946,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0606449394211946,1,1,1
"39","AT53",0.166215497655532,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.166215497655532,1,1,1
"40","AT54",0.0866288226233537,1,1,1,0.00159816808293384,1,1,1,NA,0,0,0,NA,0,0,0,0.0866288226233537,1,1,1
"41","AT55",0.000826863517357661,1,1,1,0.0000221144189247646,1,1,1,NA,0,0,0,NA,0,0,0,0.000826863517357661,1,1,1
"42","AT56",0.0873563040777836,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0873563040777836,1,1,1
"43","AT57",0.195512067148392,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.195512067148392,1,1,1
"44","AT58",0.000330257770331471,1,1,1,0.00000805836162613596,1,1,1,NA,0,0,0,NA,0,0,0,0.000330257770331471,1,1,1
"45","AZa1",0.0291420150878659,1,1,1,0.00425583390151099,1,1,1,NA,0,0,0,NA,0,0,0,0.0291420150878659,1,1,1
"46","AZa2",0.318271809827463,1,3,2,0.0675668231008398,1,1,1,NA,0,0,0,NA,0,0,0,0.318271809827463,1,3,2
"47","AZa3",0.112114197123979,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.112114197123979,1,1,1
"48","AZa4",0.104955668509647,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.104955668509647,1,1,1
"49","AZa5",0.0137779068928459,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0137779068928459,1,1,1
"50","AZa6",0.0480901277350316,1,1,1,0.000243331459401405,1,1,1,NA,0,0,0,NA,0,0,0,0.0480901277350316,1,1,1
"51","AZa7",0.0144315961889974,1,1,1,NA,0,0,0,0.00000558552344034731,1,1,1,NA,0,0,0,0.0144315961889974,1,1,1
"52","AZd3",0.00114860708159013,1,1,1,0.00109656663129155,1,1,1,NA,0,0,0,NA,0,0,0,0.00114860708159013,1,1,1
"53","AZd4",0.000319756376094404,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000319756376094404,1,1,1
"54","AZi1",0.0429351012342354,1,1,1,0.00000166648946328707,1,1,1,NA,0,0,0,NA,0,0,0,0.0429351012342354,1,1,1
"55","AZi3",0.00123032477941796,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00123032477941796,1,1,1
"56","AZi5",0.011713134131909,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.011713134131909,1,1,1
"57","AZi6",0.00650605312909208,1,1,1,0.0000000441016589103609,1,1,1,NA,0,0,0,NA,0,0,0,0.00650605312909208,1,1,1
"58","AZi7",0.00566589146645927,1,1,1,0.00000166359187836461,1,1,1,NA,0,0,0,NA,0,0,0,0.00566589146645927,1,1,1
"59","AZi8",0.0654699137770334,1,1,1,0.000411777962645061,1,1,1,NA,0,0,0,NA,0,0,0,0.0654699137770334,1,1,1
"60","AZs3",0.163180755095222,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.163180755095222,1,1,1
"61","CB1",0.0350187616810082,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0350187616810082,1,1,1
"62","CB2",0.0271655816857482,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0271655816857482,1,1,1
"63","CB3",0.294099483277159,1,1,1,NA,0,0,0,NA,0,0,0,0.000106497856656265,1,1,1,0.294099483277159,1,1,1
"64","CB4",0.0607614776324837,1,1,1,NA,0,0,0,0.00280771635326313,1,1,1,NA,0,0,0,0.0607614776324837,1,1,1
"65","CB5",0.0817865710474213,1,1,1,NA,0,0,0,0.0243856654758743,1,1,1,NA,0,0,0,0.0817865710474213,1,1,1
"66","CB6",0.358185147816147,1,3,2,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.358185147816147,1,3,2
"67","Dg1",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"68","Dg10",0.000161974429918136,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.000161974429918136,1,1,1
"69","Dg2",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"70","Dg3",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"71","Dg5",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"72","Dg7",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"73","Dg8",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"74","Dg9",0.0000867924578689381,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0000867924578689381,1,1,1
"75","Dn1",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"76","Dn3",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"77","Dn4",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"78","Dn5",0,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,1,1,1
"79","FFa1",0.0251346227918464,1,1,1,0.00771862514821724,1,1,1,NA,0,0,0,NA,0,0,0,0.0251346227918464,1,1,1
"80","FFa2",0.165440253805905,1,1,1,0.0828704690200535,1,1,1,NA,0,0,0,NA,0,0,0,0.165440253805905,1,1,1
"81","FFa3",0.149086566676107,1,1,1,0.0724753940887419,1,1,1,NA,0,0,0,NA,0,0,0,0.149086566676107,1,1,1
"82","FFa4",0.158531823506443,1,1,1,0.193869582194455,1,1,1,NA,0,0,0,NA,0,0,0,0.193869582194455,1,1,1
"83","FFb1",0.00616671029783305,1,1,1,0.00538096204398331,1,1,1,NA,0,0,0,NA,0,0,0,0.00616671029783305,1,1,1
"84","FFb2",0.072442335351947,1,1,1,0.109039458125466,1,1,1,NA,0,0,0,NA,0,0,0,0.109039458125466,1,1,1
"85","FFb3",0.00284524720899671,1,1,1,0.00809667290301187,1,1,1,NA,0,0,0,NA,0,0,0,0.00809667290301187,1,1,1
"86","FFb4",0.111882316378328,1,1,1,0.0482030012875346,1,1,1,NA,0,0,0,NA,0,0,0,0.111882316378328,1,1,1
"87","FFb5",0.00783506703845319,1,1,1,0.0216810539146115,1,1,1,NA,0,0,0,NA,0,0,0,0.0216810539146115,1,1,1
"88","FFb6",0.21983053163865,1,1,1,0.116075577422441,1,1,1,NA,0,0,0,NA,0,0,0,0.21983053163865,1,1,1
"89","FFc1",0.224280701609923,1,1,1,0.190254462773934,1,1,1,NA,0,0,0,NA,0,0,0,0.224280701609923,1,1,1
"90","FFd1",0.00193625013011948,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00193625013011948,1,1,1
"91","FFd10",0.230937667920473,1,1,1,0.0983543793659323,1,1,1,NA,0,0,0,NA,0,0,0,0.230937667920473,1,1,1
"92","FFd11",0.580371483601805,1,4,3,0.000384879404453271,1,1,1,NA,0,0,0,NA,0,0,0,0.580371483601805,1,4,3
"93","FFd2",0.0247607653606103,1,1,1,0.00127418305644347,1,1,1,NA,0,0,0,NA,0,0,0,0.0247607653606103,1,1,1
"94","FFd3",0.0747608322648649,1,1,1,0.00782018647124661,1,1,1,NA,0,0,0,NA,0,0,0,0.0747608322648649,1,1,1
"95","FFd4",0.364765267014061,1,3,2,0.0506501553602302,1,1,1,NA,0,0,0,NA,0,0,0,0.364765267014061,1,3,2
"96","FFd5",0.345090360767898,1,4,3,0.035931627394054,1,1,1,NA,0,0,0,NA,0,0,0,0.345090360767898,1,4,3
"97","FFd6",0.181364845731356,1,1,1,0.189263042429712,1,1,1,NA,0,0,0,NA,0,0,0,0.189263042429712,1,1,1
"98","FFd7",0.130049419314688,1,1,1,0.164401196502839,1,1,1,NA,0,0,0,NA,0,0,0,0.164401196502839,1,1,1
"99","FFd8",0.0510741791649777,1,1,1,0.0242335188119542,1,1,1,NA,0,0,0,NA,0,0,0,0.0510741791649777,1,1,1
"100","FFd9",0.0908567776872545,1,1,1,0.0988637981216249,1,1,1,NA,0,0,0,NA,0,0,0,0.0988637981216249,1,1,1
"101","FFf1",0.258979594633485,1,1,1,0.255133032300503,1,1,1,NA,0,0,0,NA,0,0,0,0.258979594633485,1,1,1
"102","FFf2",0.147171758876961,1,1,1,0.214554087530966,1,1,1,NA,0,0,0,NA,0,0,0,0.214554087530966,1,1,1
"103","FFg1",0.00032488628979857,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.00032488628979857,1,1,1
"104","FFg2",0.187548467774474,1,1,1,0.184675097794019,1,1,1,NA,0,0,0,NA,0,0,0,0.187548467774474,1,1,1
"105","FFg3",0.100149936565299,1,1,1,0.165513308472057,1,1,1,NA,0,0,0,NA,0,0,0,0.165513308472057,1,1,1
"106","FFg4",0.116934570975775,1,1,1,0.142984491736473,1,1,1,NA,0,0,0,NA,0,0,0,0.142984491736473,1,1,1
"107","FFg5",0.351528045115321,1,4,3,0.252503967851957,1,1,1,NA,0,0,0,NA,0,0,0,0.351528045115321,1,4,3
"108","FFh1",0.0104829184766971,1,1,1,0.0208838448367099,1,1,1,NA,0,0,0,NA,0,0,0,0.0208838448367099,1,1,1
"109","FFh10",0.0352381952909245,1,1,1,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.0352381952909245,1,1,1
"110","FFh11",0.158008496683312,1,1,1,0.111351270775881,1,1,1,NA,0,0,0,NA,0,0,0,0.158008496683312,1,1,1
"111","FFh3",0.0210472762902527,1,1,1,0.00670328427955004,1,1,1,NA,0,0,0,NA,0,0,0,0.0210472762902527,1,1,1
"112","FFh4",0.076319516886005,1,1,1,0.123238073909055,1,1,1,NA,0,0,0,NA,0,0,0,0.123238073909055,1,1,1
"113","FFh5",0.110315394326701,1,1,1,0.241944764096663,1,1,1,NA,0,0,0,NA,0,0,0,0.241944764096663,1,1,1
"114","FFh6",0.270352267985933,1,1,1,0.245459557727842,1,1,1,NA,0,0,0,NA,0,0,0,0.270352267985933,1,1,1
"115","FFh7",0.0746922578555232,1,1,1,0.126691232048375,1,1,1,NA,0,0,0,NA,0,0,0,0.126691232048375,1,1,1
"116","FFh8",0.0208884876546629,1,1,1,0.011500022154037,1,1,1,NA,0,0,0,NA,0,0,0,0.0208884876546629,1,1,1
"117","FFh9",0.40052542019668,1,3,2,0.205291696818435,1,1,1,NA,0,0,0,NA,0,0,0,0.40052542019668,1,3,2
"118","FFl1",0.322608761852676,1,4,3,0.336300224818258,1,4,3,NA,0,0,0,NA,0,0,0,0.336300224818258,1,4,3
"119","FFl2",0.182478993679664,1,1,1,0.12797743203553,1,1,1,NA,0,0,0,NA,0,0,0,0.182478993679664,1,1,1
"120","FFl3",0.0311868737993369,1,1,1,0.136855032196572,1,1,1,NA,0,0,0,NA,0,0,0,0.136855032196572,1,1,1
"121","FFq2",0.00043625291391721,1,1,1,0.0000413624148824566,1,1,1,NA,0,0,0,NA,0,0,0,0.00043625291391721,1,1,1
"122","FFq3",0.000216673974479198,1,1,1,0.0000356055829554074,1,1,1,NA,0,0,0,NA,0,0,0,0.000216673974479198,1,1,1
"123","FFq4",0.00220760221110634,1,1,1,0.00467910925002847,1,1,1,NA,0,0,0,NA,0,0,0,0.00467910925002847,1,1,1
"124","FFq5",0.0000875575562171015,1,1,1,0.000442165658896363,1,1,1,NA,0,0,0,NA,0,0,0,0.000442165658896363,1,1,1
"125","FFq6",0.047876226117079,1,1,1,0.00000299144148590881,1,1,1,NA,0,0,0,NA,0,0,0,0.047876226117079,1,1,1
"126","FFs1",0.0168745315544896,1,1,1,0.000025108679358417,1,1,1,NA,0,0,0,NA,0,0,0,0.0168745315544896,1,1,1
"127","FFs10",0.0584073428549334,1,1,1,0.0622141983276723,1,1,1,NA,0,0,0,NA,0,0,0,0.0622141983276723,1,1,1
"128","FFs11",0.0255029471411081,1,1,1,0.0468411027038468,1,1,1,NA,0,0,0,NA,0,0,0,0.0468411027038468,1,1,1
"129","FFs12",0.0960242469500811,1,1,1,0.123548573910526,1,1,1,NA,0,0,0,NA,0,0,0,0.123548573910526,1,1,1
"130","FFs13",0.0246922492109446,1,1,1,0.0217669848486012,1,1,1,NA,0,0,0,NA,0,0,0,0.0246922492109446,1,1,1
"131","FFs14",0.103384756527367,1,1,1,0.138762168828346,1,1,1,NA,0,0,0,NA,0,0,0,0.138762168828346,1,1,1
"132","FFs15",0.0175356989653523,1,1,1,0.0218404054562177,1,1,1,NA,0,0,0,NA,0,0,0,0.0218404054562177,1,1,1
"133","FFs16",0.0987277041400753,1,1,1,0.0384228576883216,1,1,1,NA,0,0,0,NA,0,0,0,0.0987277041400753,1,1,1
"134","FFs17",0.0765454255404004,1,1,1,0.0331359176836564,1,1,1,NA,0,0,0,NA,0,0,0,0.0765454255404004,1,1,1
"135","FFs18",0.0647758264050894,1,1,1,0.0317932248956872,1,1,1,NA,0,0,0,NA,0,0,0,0.0647758264050894,1,1,1
"136","FFs19",0.180514896209862,1,1,1,0.175215819043387,1,1,1,NA,0,0,0,NA,0,0,0,0.180514896209862,1,1,1
"137","FFs2",0.0162503279027659,1,1,1,0.00178922943383189,1,1,1,NA,0,0,0,NA,0,0,0,0.0162503279027659,1,1,1
"138","FFs20",0.110669079695526,1,1,1,0.193448144416358,1,1,1,NA,0,0,0,NA,0,0,0,0.193448144416358,1,1,1
"139","FFs21",0,1,1,1,0.00219470077235859,1,1,1,NA,0,0,0,NA,0,0,0,0.00219470077235859,1,1,1
