"","T_MAPCODE","niaps_ch1","niaps_ch2","niaps_ch3","niaps_ch4","niaps_ch6","niaps_ch5","niaps_ch7","niaps_ch8","niaps_ch9","niaps_ch10","sumrem_sa","niaps_ext30","niaps_ext50","niaps_ext70","niaps_ext90","D3_niaps","EOO","AOO","B1i_niaps","B2i_niaps"
"213","FS9",0.1536,0.6676,0,0.0916,0.2264,0.716,1.2032,0.7388,0.8048,2.5448,12.3604,0.578201352707032,0.565774570402252,0.511763373353613,0.428109122682114,"LC",234.5165512,2,"CR","CR"
"214","Gd1",135.092,99.3596,26.664,64.9972,37.0944,30.4812,59.6772,52.4328,14.1888,94.1944,4202.9276,0.146131853425217,0.113989496273978,0.0840047780028378,0.0524618125708375,"LC",13760.36291,120,"LC","LC"
"215","Gd10",0,0.0004,0,0,0,0,0,0,0,0,2753.284,0.000000145281053461975,0.000000145281053461975,0,0,"LC",11951.10056,90,"LC","LC"
"216","Gd2",3.452,1.3876,0.306,1.6624,0.3592,0.0084,0.6592,0.3656,0.1968,0.8564,153.586,0.0602502832289401,0.0377742763012254,0.0267472295651947,0.013529879025432,"LC",1628.709932,19,"LC","LC"
"217","Gd3",6.2928,10.9968,1.5392,1.9388,2.4368,5.1624,2.5876,0.806,0,0,2409.262,0.0131826260489727,0.0105707058842085,0.00536745277184466,0.00140856411631446,"LC",5034.783727,54,"LC","LC"
"218","Gd4",21.594,31.2384,8.8216,32.9816,7.0152,15.5556,15.858,8.4052,2.7536,41.3308,5993.8588,0.0309573525489122,0.0273546650781964,0.0206711576188615,0.0114029379537603,"LC",27746.50666,174,"LC","LC"
"219","Gd5",0.8056,2.8252,0.0608,1.3988,0.1308,2.45,1.9816,0.6636,0.2184,4.8736,1116.0928,0.0138056620381388,0.013083858259815,0.0104980517749062,0.0069323984528885,"LC",6787.27755,47,"LC","LC"
"220","Gd6",0.0076,0,0,0.0328,0,0,0,0.0056,0,0.1196,21.5476,0.0076853106610481,0.00733260316694203,0.00733260316694203,0.0058103918765895,"LC",7312.49147,9,"LC","LC"
"221","Gd7",2.246,11.27,0.1468,0.4936,0.0288,0.0264,0.0164,0.008,0,0.274,1345.922,0.0107807138898094,0.00911196934146258,0.000629456981905341,0.000221706755666376,"LC",8340.146353,44,"LC","LC"
"222","Gd8",3.1328,9.35,1.0464,0.74,0.524,1.8408,0.808,0.3608,0.012,0.584,17291.3664,0.00106404546490901,0.000882868342897413,0.000281620311972569,0.00010206249518835,"LC",46169.09771,357,"LC","LC"
"223","Gh1",80.6164,33.7784,34.4984,8.9008,9.086,4.5276,3.7348,4.1268,0.7988,0.9856,8138.5332,0.0222464657390597,0.012340946154769,0.00395162115944922,0.00118522585863507,"LC",52010.78122,232,"LC","LC"
"224","Gh10",62.1148,38.0052,14.9804,19.2348,3.7752,27.968,4.604,0.5872,0.6604,1.7784,5813.4168,0.0298806030904235,0.0191958711785468,0.0100815066279094,0.00131248115566047,"LC",62463.69551,417,"LC","LC"
"225","Gh11",0.8752,0.0128,0.232,7.5152,0.1796,0.4244,2.718,0.2744,0.0008,0,416.9716,0.0293362905291392,0.0272373466202494,0.0266502562764467,0.00717842654032073,"LC",1684.969493,20,"LC","LC"
"226","Gh12",1.9684,0.7676,0.4,0,0,0,0.7576,0.0208,0,0,221.1288,0.0177019004308801,0.00880030100104554,0.00352012040041822,0.00352012040041822,"LC",449.7492844,9,"LC","LC"
"227","Gh13",62.6164,16.8216,3.3084,4.1516,1.5448,0.2832,3.0164,0.2592,0.6276,0.7544,2123.7648,0.0439707824519928,0.0144871032799866,0.00500865255888976,0.00219308654140986,"LC",14437.17915,66,"LC","LC"
"228","Gh14",33.5456,27.342,10.1336,7.9288,0.3552,1.9592,2.4304,0,0.006,0,3675.5048,0.02277259983445,0.0136457990750005,0.00344975743195873,0.000662874933532939,"LC",21087.15852,147,"LC","LC"
"229","Gh15",16.6456,29.7804,10.4456,2.3184,2.1216,1.3952,3.19,2.1256,1.0256,4.4308,5468.9772,0.0134355652460939,0.0103919248374266,0.00303661898608756,0.00196965531324577,"LC",29449.71486,158,"LC","LC"
"230","Gh2",18.0368,16.0988,8.006,5.9248,3.7804,4.0708,6.6028,3.4616,0.6656,3.432,5660.4316,0.0123806106940679,0.00919413989562209,0.00493566603649093,0.00250192935817827,"LC",15310.06295,130,"LC","LC"
"231","Gh3",27.984,15.5296,2.1688,7.4572,2.1304,1.7896,1.0744,0.44,0.2408,0.9128,12357.1816,0.00483343224477659,0.00256883818879865,0.00113660221680322,0.000215906837526771,"LC",22593.86346,204,"LC","LC"
"232","Gh4",24.9904,14.3916,3.6692,2.6676,2.5972,2.9576,2.8924,2.1168,1.4288,1.1804,9249.242,0.00636722447093502,0.00366533819744364,0.00171265926440242,0.000823678307908907,"LC",58590.36547,417,"LC","LC"
"233","Gh5",6.4872,2.5612,1.1356,0.6336,0.2552,0.4432,0.7556,0.1768,0.03,0.436,2576.7764,0.00501184348009396,0.00249427928632069,0.00105961852180888,0.000542693576361534,"LC",7471.390087,79,"LC","LC"
"234","Gh6",25.212,23.4288,11.382,14.424,1.4124,3.0728,6.2492,5.9068,0.9692,7.084,10488.0812,0.00945274908817449,0.00704887753920135,0.00372979568464821,0.00192687295365333,"LC",34033.37531,254,"LC","LC"
"235","Gh7",4.5932,1.3204,1.3796,1.7496,0.9784,1.0736,0.074,0.034,0,0.1892,1286.1452,0.00885747581221778,0.00528618386166663,0.00318688745252091,0.000231078108443743,"LC",22925.06983,110,"LC","LC"
"236","Gh8",0.044,0.1576,0,0.0424,0.3956,0.5988,0,0,0,0,66.1308,0.0187265237982907,0.0180611757305219,0.0156780199241503,0,"LC",12589.27845,16,"LC","LC"
"237","Gh9",1.0848,0.6248,0.4304,0.4212,0,0,0,0,0,0,5306.9972,0.000482608131016161,0.000278198752394292,0.0000793669158144647,0,"LC",15417.29212,122,"LC","LC"
"238","Gm1",15.6748,12.7028,4.9008,4.2608,2.1916,1.1956,3.2316,4.7192,0.202,0.7996,2813.2064,0.017730231240765,0.0121583684723595,0.00590088235260662,0.00318227628090139,"LC",11927.0771,94,"LC","LC"
"239","Gm10",7.84,13.0476,3.5424,3.5408,2.5616,0.6696,0.8696,1.528,1.1164,0.7308,183.1432,0.193546907556491,0.15073887537184,0.0601540215525337,0.023177491711404,"LC",1196.296317,18,"LC","LC"
"240","Gm11",39.8108,31.0652,7.9272,26.534,10.762,8.9732,13.4712,12.3968,1.5924,38.7368,4209.3672,0.0454390389130224,0.035981370311433,0.0267181252326953,0.015726164255758,"LC",51640.2252,198,"LC","LC"
"241","Gm12",13.498,12.5184,3.7684,14.4868,9.1804,6.9832,14.264,19.2796,4.9216,30.7452,3707.4124,0.0349692955658238,0.0313284812879193,0.0269354442467744,0.0186681147206607,"LC",23004.02852,176,"LC","LC"
"242","Gm13",2.1524,1.5928,1.4448,1.348,1.3284,0.8788,0.7716,1.578,0.4856,3.8124,2126.2596,0.00723937942478896,0.00622708534743359,0.00479847333787464,0.00312642915286544,"LC",7256.956417,74,"LC","LC"
"243","Gm14",9.038,13.6676,5.5984,9.8404,5.0804,5.6508,9.808,8.594,1.626,30.0492,2950.1124,0.03354204402517,0.0304784319404237,0.0239478333096732,0.0169746752699999,"LC",7449.258226,67,"LC","LC"
"244","Gm15",24.1256,26.3028,6.8376,22.6692,7.8252,7.058,11.4292,14.712,2.6356,30.8956,1967.0736,0.0785383932761845,0.066273676795825,0.0494261119665273,0.0303356214022699,"LC",11686.37436,101,"LC","LC"
"245","Gm16",42.6636,37.6008,13.2628,22.2492,5.8588,15.4212,30.5256,7.4404,7.2048,55.3704,5328.8756,0.0445868167761319,0.0365807000636307,0.0270357971951907,0.0188672447148138,"LC",18471.99954,155,"LC","LC"
"246","Gm17",8.2464,8.1604,12.5616,2.7812,3.8512,0.7444,1.2536,0.1576,0.0896,5.8684,805.2008,0.0542900603178735,0.0440486397927076,0.0183134442986147,0.00915200282960474,"LC",2997.310435,30,"LC","LC"
"247","Gm19",12.6796,7.438,3.4404,11.6684,1.4696,3.5708,3.5152,0.9692,0.0912,8.182,847.0616,0.0625980448175198,0.0476291216601012,0.0347866081994509,0.0150610061889242,"LC",2594.081203,32,"LC","LC"
"248","Gm2",7.1356,1,0.4556,0.372,2.7092,0.4296,0.0224,0.6972,0.0012,0.1276,2818.7752,0.00459433586615917,0.00206288177929194,0.0015464872828454,0.000300981788118471,"LC",13760.53633,105,"LC","LC"
"249","Gm21",12.1556,12.6224,2.9504,3.2696,2.4004,3.0732,1.164,0.6728,0.4,3.1532,1192.6756,0.035098898644359,0.0249070241732119,0.0118499950866774,0.00451925066631698,"LC",3456.909643,39,"LC","LC"
"250","Gm22",9.2548,5.6388,3.7524,2.7048,1.354,0.9536,2.03,0.54,0.4768,6.9416,352.086,0.095564151940151,0.0692785285413223,0.0426054997926643,0.0283692052509898,"LC",3102.104281,25,"LC","LC"
"251","Gm23",16.5132,26.0956,11.6212,6.854,2.7888,1.0524,4.91,1.9832,4.0688,5.2836,759.7868,0.106833653861847,0.0850996621683872,0.0354583680579868,0.0213817876277924,"LC",12576.35682,48,"LC","LC"
"252","Gm24",0.142,0.0816,0,0.016,0,0,0,0,0,0,9.3328,0.0256728955940339,0.010457740442311,0.00171438367906738,0,"LC",5185.150507,4,"LC","LC"
"253","Gm25",4.8984,4.4324,8.1936,10.172,0.1108,1.5704,2.4268,1.3316,1.2796,3.9708,103.7852,0.369863911232045,0.322666430281004,0.201011319533036,0.0868023571761677,"LC",885.1880331,12,"LC","LC"
"254","Gm26",2.5148,0.8396,1.872,0.5712,2.6552,2.0228,0.5184,1.8924,0.566,1.386,242.2212,0.0612597080684928,0.0508774624186487,0.0396827362757678,0.0180116356454348,"LC",1116.678628,13,"LC","LC"
"255","Gm27",2.6348,0.4584,0,0.6572,0.938,0.9484,1.3908,0,0.0736,0.0088,261.144,0.0272263578715192,0.0171369053089483,0.0153815519406917,0.00564133198541801,"LC",1993.071714,20,"LC","LC"
"256","Gm28",0.2816,0.0148,0.0112,0.0268,0.0016,0,0,0.1144,1.612,0,91.556,0.0225261042422124,0.0194503910175193,0.0191664118135349,0.0188562191445673,"LC",808.2269192,10,"LC","LC"
"257","Gm29",0.3128,1.5076,0,0.0244,1.036,0,0.1256,0.1796,0,0.0904,502.7088,0.00651749084161646,0.00589526182951243,0.00289630895659674,0.00078693669177862,"LC",20180.11738,40,"LC","LC"
"258","Gm3",35.2064,41.8232,16.8176,16.6444,8.2152,18.0668,28.3888,16.6568,0.7704,21.1184,6008.3952,0.0339038950034445,0.0280443603310248,0.0182845495915448,0.0111401460409928,"LC",30463.63981,239,"LC","LC"
"259","Gm30",71.8988,50.9904,17.358,29.47,4.3108,9.7352,12.8932,6.3216,1.1868,43.4992,2611.3308,0.0948420629052436,0.0673086688212769,0.0411348880042314,0.0244705879469579,"LC",5659.921898,61,"LC","LC"
"260","Gm31",7.2136,4.0628,0.8128,3.4436,0.7424,0.7592,0.5284,1.4456,0.1688,5.1992,536.1616,0.0454646509559804,0.03201049832737,0.0229169713011898,0.0136936326659723,"LC",1690.665584,22,"LC","LC"
"261","Gm4",9.7244,16.47,5.08,10.286,4.4756,8.2068,21.2524,21.3476,1.108,24.1908,7447.7704,0.0163997536766171,0.0150940743286071,0.0122005909312135,0.00911666127623913,"LC",35443.33609,258,"LC","LC"
"262","Gm5",28.9648,24.5456,9.7264,13.6104,6.6712,6.522,14.3592,15.1908,0.6868,16.5036,2462.3852,0.0555480921506513,0.0437851884424906,0.0298669761335473,0.0189817580125157,"LC",37148.60795,228,"LC","LC"
"263","Gm6",3.7084,2.254,0.5928,2.4532,0.0796,0.5092,1.4496,0.1836,0.194,1.004,5464.9784,0.00227419014135536,0.00159561472374712,0.00107469775177885,0.000518062431866153,"LC",13921.41552,138,"LC","LC"
"264","Gm7",0.0232,0.0084,0,0,0,0,0,0,0.0048,0,27.6196,0.00131790467638923,0.000477921476053238,0.000173789627655723,0.000173789627655723,"LC",13754.86264,9,"LC","LC"
"265","Gm8",19.146,17.2308,5.8868,8.4092,6.7048,4.3208,9.7004,7.746,0.246,11.3156,5504.348,0.0164790452929212,0.0130007041705939,0.00880082436648264,0.00527001563127913,"LC",26759.68416,214,"LC","LC"
"266","Gm9",4.7472,2.248,1.9328,1.2084,0.4248,0.0404,0.0532,0.032,0.002,0.5508,435.8432,0.0257881733614291,0.0148961828474093,0.00530374226327266,0.00146382919361826,"LC",5385.283129,38,"LC","LC"
"267","Gs1",6.2168,2.3012,0.9296,2.0708,1.092,0.8904,2.712,0.2832,0.4988,2.9748,281.4492,0.0709527687412151,0.0488642355352227,0.0373850769517199,0.0229838990482119,"LC",3870.448132,23,"LC","LC"
"268","Gs10",46.262,73.3064,25.3332,55.572,28.7676,25.2452,148.7236,59.0972,33.8488,234.5608,7576.2196,0.0964487354616806,0.0903425238624287,0.0773228906934007,0.0628585792312567,"LC",54121.64895,266,"LC","LC"
"269","Gs11",15.6376,21.0168,6.4612,8.3556,4.8644,13.3048,20.4452,10.6668,6.4128,20.0952,1020.7256,0.124676406666003,0.109356324559705,0.0824362590690387,0.0564500390702457,"LC",5757.899612,49,"LC","LC"
"270","Gs12",28.5384,49.4408,20.6936,41.1556,16.2316,31.8696,101.7792,23.232,15.004,99.3868,4698.084,0.0909586972050734,0.0848842208866423,0.0699559224568994,0.050957369004045,"LC",16700.91936,166,"LC","LC"
"271","Gs13",0.0416,0.2024,0.5464,0.0712,0,0.4116,0.4252,0.0492,0.074,0.3692,148.2664,0.0147761057124203,0.0144955296682188,0.0094451608725915,0.00618886005190657,"LC",1438.42379,16,"LC","LC"
"272","Gs14",10.0412,10.676,3.6676,13.6044,2.5876,4.286,16.9488,10.4844,8.2464,19.946,2135.8588,0.0470482412039597,0.0423469940990481,0.03563138162504,0.0260436691788802,"LC",11307.13894,96,"LC","LC"
"273","Gs15",36.3892,24.4616,12.1912,25.4012,12.242,7.0836,21.3764,21.3932,2.6184,21.056,3708.014,0.0496796398287601,0.0398659767735505,0.0299812244506089,0.017919026195694,"LC",13583.55945,124,"LC","LC"
"274","Gs16",42.4256,15.9588,4.886,11.9896,1.4036,2.518,1.8192,0,0,0.0416,2980.22,0.027193428673051,0.0129577011093141,0.00596331814429807,0.000624383434779983,"LC",6853.747227,73,"LC","LC"
"275","Gs17",59.0252,27.0364,9.5176,16.238,6.6304,0.6588,10.4744,1.0324,0,8.3688,4170.7988,0.0333226335444424,0.0191706202658349,0.0104063518959486,0.00476541807770732,"LC",27218.58012,200,"LC","LC"
"276","Gs18",37.3708,5.2784,1.218,0.35,0,0.6056,0.4132,0,0,0.1156,1407.3916,0.0322238671880662,0.00567063211120487,0.00105471710929638,0.00037573053583665,"LC",5358.444453,42,"LC","LC"
"277","Gs19",48.816,56.0732,42.3196,51.1852,22.2572,27.7188,26.412,25.0628,15.1652,30.0436,1334.6488,0.25853512924149,0.221959215038443,0.148237349031446,0.0724412294829921,"LC",21538.63015,107,"LC","LC"
"278","Gs2",11.2952,9.3244,3.0464,7.8848,1.844,1.3436,3.5628,0.136,1.4256,0.322,1242.8228,0.0323334911461232,0.0232451480613326,0.0132913557749343,0.00438228201156271,"LC",11671.36702,61,"LC","LC"
"279","Gs20",95.9192,111.1424,63.9628,68.8208,51.4492,54.81,47.5708,42.7424,23.688,61.1556,2257.522,0.275196077823383,0.232707366749914,0.155142142579341,0.0775880810906826,"LC",24558.33591,160,"LC","LC"
"280","Gs3",2.9476,6.8612,1.472,25.1668,6.1384,6.792,10.4948,11.8784,1.7172,50.6456,1563.8912,0.0793622983491435,0.0774775125021485,0.0721490088313049,0.0477884906571506,"LC",16228.08381,61,"LC","LC"
"281","Gs4",29.6412,22.2512,18.3604,20.8728,15.3268,12.9284,42.0184,20.5064,4.9448,38.9312,4242.93,0.0532136047495481,0.0462275832973912,0.0366559900823252,0.0250771990110607,"LC",24918.266,169,"LC","LC"
"282","Gs6",40.4528,16.918,9.3544,17.9812,10.0148,7.468,8.0888,8.3156,2.2032,19.628,3303.6124,0.0425064393147332,0.0302614192875653,0.0223087914308591,0.0115738759183735,"LC",41839.55101,133,"LC","LC"
"283","Gs7",7.6944,3.416,3.1228,5.9804,2.866,1.6408,0.806,0.6924,0.3212,0.4984,2366.6848,0.0114245885214626,0.00817345850195176,0.00541060643140988,0.000979429115360018,"LC",8098.094658,76,"LC","LC"
"284","Gs8",5.7052,5.5536,1.9864,5.3136,2.9396,2.6896,7.6252,4.6528,1.2724,23.032,1664.26,0.0365149676132335,0.0330868974799611,0.0285563553771646,0.0219811808251115,"LC",9437.14873,62,"LC","LC"
"285","Gs9",25.1696,31.414,9.3396,26.9888,12.0536,13.266,36.1764,25.1792,9.8432,37.0972,2020.0288,0.112140777398817,0.0996807570268305,0.0795059951620492,0.0536111168316016,"LC",23010.69293,135,"LC","LC"
"286","NKb1",8.5124,13.6024,10.0276,7.5016,1.414,1.8764,1.7052,1.1656,0.0204,0,4637.4332,0.009881673336017,0.00804608894420301,0.00295059775739735,0.000623448333444458,"LC",54631.03793,219,"LC","LC"
"287","NKb2",1.3968,0.0992,0,0,0,0,0,0,0,0,601.392,0.00248756218905473,0.000164950647830367,0,0,"LC",1573.404357,20,"LC","LC"
"288","NKb3",193.3232,161.9812,71.286,73.6568,37.212,31.9304,41.7164,5.5768,0.6364,3.6188,40919.9956,0.0151744395593239,0.0104500206740003,0.00474945310111421,0.00125973620583674,"LC",114332.6315,685,"LC","LC"
"289","NKb4",7.346,4.5016,13.3168,1.9048,0.666,1.692,0,0,0,0,2670.3192,0.011020105761139,0.00826912378115695,0.00159636346096751,0,"LC",39630.01153,95,"LC","LC"
"290","NKb5",6.5676,13.1876,10.4836,7.0776,0.8916,4.2736,0.8596,0.0396,0,0.4488,8543.5324,0.00513014967907186,0.00436142783282475,0.00159077058103039,0.00015778017064698,"LC",34373.60113,203,"LC","LC"
"291","NKb6",73.3616,70.7732,41.2504,34.074,7.9588,32.6732,25.1912,11.0528,0,17.0396,40909.9712,0.00766010805698147,0.00586686308886964,0.00312856734545929,0.00130245997337686,"LC",63134.7663,563,"LC","LC"
"292","NKl1",16.3984,3.914,2.0068,1.1236,0,0.0124,0.1368,0.1212,0,0,20074.7364,0.00118124589670826,0.000364378383568713,0.0000694405133010862,0.0000128519744847061,"LC",28825.11208,275,"LC","LC"
"293","NKl2",54.9072,27.4388,1.404,7.2868,0.0984,0.9256,0,0,0,0.2096,8164.2908,0.0113017042460075,0.00457641709675505,0.00104361789758885,0.0000256727749089976,"LC",18190.70532,155,"LC","LC"
"294","NKl4",4.8112,1.0448,0.4532,0.3432,0,0.0504,0.0004,0,0.0168,0.002,683.2128,0.00983880864058753,0.00279678600869305,0.000604204136690648,0.0000281025179856115,"LC",5346.284014,31,"LC","LC"
"295","NKu1",17.396,11.3796,7.36,3.9284,0.9452,5.6068,1.182,0.242,0,0,16965.0208,0.00283170887712675,0.00180630488823214,0.000701702646895664,0.0000839374155085032,"LC",27601.06162,248,"LC","LC"
"296","NKu2",18.9004,11.7716,6.4792,2.8616,3.9404,4.8292,1.7404,0.2056,0.2336,1.2952,11706.3608,0.00446400046033093,0.0028494594152608,0.00129040956947098,0.000296830078908895,"LC",97641.6767,603,"LC","LC"
"297","NKu3",190.3688,102.5948,81.8588,79.4404,42.1704,34.1016,43.06,23.1488,7.9748,30.5164,40004.2396,0.0158791869649736,0.0111204713412425,0.00650962004537139,0.00261722260057656,"LC",88583.21187,634,"LC","LC"
"298","NKu4",148.6952,47.6632,35.2012,21.2936,7.1904,15.2324,9.0408,2.104,0.6632,0.8132,48084.2452,0.00598734988565444,0.00289496069702265,0.0011716436384864,0.000262480984104124,"LC",101007.8427,737,"LC","LC"
"299","SKk1",0.282,4.5344,2.5864,3.854,0.0008,0.7912,0.0348,0,0,0,1666.85,0.00724936257011729,0.00708018118007019,0.00280817110117887,0.0000208777034526202,"LC",4512.490747,41,"LC","LC"
"300","SKk3",0.9696,0.1752,0.0764,0.0224,0.0012,0.1212,0.0428,0.0272,0.0012,0.0232,1298.8296,0.00112439691857962,0.000377878668610571,0.000184165805891704,0.0000726808197164586,"LC",6998.020019,48,"LC","LC"
"301","SKk4",0.1068,2.6588,0.4168,0.144,0.3836,0.2216,0.4932,0.3084,0,0,979.3724,0.00483289094117825,0.00472384151319764,0.00158346304225032,0.000818483347090443,"LC",8051.443332,40,"LC","LC"
"302","SKk5",3.2028,7.6996,0.7604,0.3336,4.2128,0.2348,0.28,0.5852,0,0,829.1768,0.0208751619678698,0.0170125358065976,0.00680964542182077,0.00104344453438639,"LC",4019.425582,37,"LC","LC"
"303","SKk6",0.4064,0.7728,0.0004,0.0344,0.004,0,0.0756,0.0448,0,0,57.032,0.0234675270023846,0.016341702903633,0.00278440173937439,0.00211109552531912,"LC",1793.959565,11,"LC","LC"
"304","SKk7",1.7184,0.8036,0.0036,0.82,0,0.0776,0.7928,0.6336,0.1576,0.4792,130.8612,0.0419253376860368,0.0287938670897103,0.0226254993840802,0.0157663234022002,"LC",631.121688,8,"LC","LC"
"305","SKk8",0,0,0,0,0,0.0004,0,0,0,0,0.6316,0.000633312222925903,0.000633312222925903,0.000633312222925903,0,"LC",1125.737009,0,"LC","LC"
"306","SKk9",0.9224,1.0684,0.8384,0,0,0,0.0412,0.0084,0,0,140.2268,0.0205295991921658,0.013951683986228,0.00035371269971218,0.00035371269971218,"LC",2506.053724,20,"LC","LC"
"307","SKn1",7.2696,5.066,0.9052,0.0984,0.162,0,0.1008,0,0,0,7342.0048,0.00185262750032525,0.000862489220927777,0.0000491963720862727,0.0000137292201170994,"LC",39308.88927,204,"LC","LC"
"308","SKn2",0.3996,0,0,0,0,0,0,0,0,0,534.2036,0.00074802940302162,0,0,0,"LC",1107.328793,18,"LC","LC"
"309","SKn3",6.71,5.1328,0.2496,0,0.1848,0,0.0248,0,0.0116,0,2891.024,0.00425925208507435,0.00193827515786794,0.0000765126820116332,0.0000125906945082434,"LC",12601.05549,104,"LC","LC"
"310","SKn4",0.5656,0.3912,0.0532,0.1524,0,0,0,0,0,0.022,4581.266,0.000258531157108101,0.000135071833855533,0.0000380680798713718,0.00000480216603881984,"LC",17280.72918,136,"LC","LC"
"311","SKn5",0.0048,0,0,0,0,0,0,0,0,0,650.5384,0.00000737850371323199,0,0,0,"LC",2023.842537,26,"LC","LC"
"312","SKn6",3.7088,0.7392,0.3184,0.0132,0,0,0.1524,0,0,0,391.506,0.0125975080841673,0.00312434547618683,0.000422982023264011,0.000389266064887894,"LC",4399.343333,28,"LC","LC"
"313","SKr13",0.0116,0,0,0,0,0,0,0,0,0,721.8316,0.0000160702302309846,0,0,0,"LC",1638.55566,24,"LC","LC"
"314","SKr15",0.024,0,0,0,0,0,0,0,0,0,200.304,0.000119817876827223,0,0,0,"LC",369.1462773,7,"LC","LC"
"315","SKr18",0.0284,0.0188,0,0,0,0,0,0,0,0,812.362,0.0000581021761234524,0.0000231423921847649,0,0,"LC",10628.05109,67,"LC","LC"
"316","SKr19",0,0.0008,0,0,0,0,0,0,0,0,367.7144,0.00000217560149942455,0.00000217560149942455,0,0,"LC",6499.073941,35,"LC","LC"
"317","SKr2",0.214,0,0,0,0,0,0,0,0,0,191.3312,0.00111847936980482,0,0,0,"LC",310.9232123,7,"LC","LC"
