"","T_MAPCODE","niaps_ch1","niaps_ch2","niaps_ch3","niaps_ch4","niaps_ch6","niaps_ch5","niaps_ch7","niaps_ch8","niaps_ch9","niaps_ch10","sumrem_sa","niaps_ext30","niaps_ext50","niaps_ext70","niaps_ext90","D3_niaps","EOO","AOO","B1i_niaps","B2i_niaps"
"318","SKr4",0.0008,0,0,0,0,0,0,0,0,0,827.1612,0.000000967163353406809,0,0,0,"LC",2980.053286,28,"LC","LC"
"319","SKs12",0.068,0,0.0188,0.006,0.0156,0.0608,0.0072,0,0,0,423.524,0.000416505322012448,0.000255947714887468,0.000211558258799974,0.0000170002172249979,"LC",2447.645116,19,"LC","LC"
"320","SKs13",0.7784,2.674,0.0568,0.2016,0.0796,0.2048,0.538,0.324,0.164,0.3132,108.1508,0.0493237220621576,0.0421263642987384,0.0168764354956228,0.0123827100677942,"LC",853.5021802,12,"LC","LC"
"321","SKs14",0.1428,0.1272,0.1264,0.0264,0.0516,0.018,0.0024,0,0,0.158,644.0144,0.00101364193098788,0.00079190775858428,0.00039812774372747,0.000249062753876311,"LC",6694.115852,47,"LC","LC"
"322","SKs2",0.0024,0,0,0,0,0,0,0,0,0,524.9028,0.0000045722750955034,0,0,0,"LC",821.4148715,14,"LC","LC"
"323","SKs4",0.0032,0,0,0,0,0,0,0,0,0,441.4408,0.0000072489901250632,0,0,0,"LC",1236.36826,19,"LC","LC"
"324","SKs5",0.0016,0,0,0,0,0,0,0,0,0,565.6908,0.00000282840024974774,0,0,0,"LC",993.2934924,15,"LC","LC"
"325","SKs7",0.414,0.378,0.1028,0.072,0.2616,0.2436,0.1708,0.0212,0.0064,0.0012,2540.0112,0.000658107334329864,0.000495115927047881,0.000305825423131993,0.0000785823306605892,"LC",13857.28478,94,"LC","LC"
"326","SKs8",0,0.3888,0,0,0,0,0,0,0,0,727.288,0.000534588773635754,0.000534588773635754,0,0,"LC",2567.075683,32,"LC","LC"
"327","SKs9",0.2584,0.004,0,0.0068,0,0,0.1592,0,0,0,884.7432,0.000484208299086108,0.000192146150430995,0.000187625064538501,0.000179939218521261,"LC",6931.679021,48,"LC","LC"
"328","SKt1",0,0,0.076,0.0116,0,0.0548,0,0,0,0,101.3284,0.00140533157535301,0.00140533157535301,0.000655295060417415,0,"LC",877.0713217,7,"LC","LC"
"329","SKt2",13.0392,13.4076,9.984,8.144,0.6312,5.7348,2.6944,0.2644,0.6128,0,7313.0976,0.00745407800929663,0.00567108525941183,0.00247249537596763,0.000488384019379148,"LC",11398.74606,120,"LC","LC"
"330","SKt3",3.6988,1.4944,3.9036,0.7724,0.4312,1.1316,0.8252,3.7444,0,0,5222.7172,0.00306384576978436,0.0023556320453269,0.00132207043490695,0.000874946857164696,"LC",12514.79069,99,"LC","LC"
"331","SKv1",3.2944,1.9724,0.6792,0.7012,0.33,0.3804,0.6716,0.0024,0.2736,0.0788,447.9824,0.0187150209472515,0.0113611606170242,0.00544217808556765,0.00229116143848508,"LC",4077.196544,25,"LC","LC"
"332","SKv10",0.0216,0.0008,0,0.0024,0.0036,0.0088,0.0016,0,0,0.0372,226.2656,0.00033588844260904,0.000240425411551734,0.000236889743734797,0.000171479889121457,"LC",4419.677244,28,"LC","LC"
"333","SKv11",3.0852,1.7004,0.1568,0.3216,0.0716,0.174,0.3164,0.384,0.0016,0.288,1369.166,0.00474712343134434,0.00249378088559021,0.00113733469864136,0.000723067911414686,"LC",4790.322234,51,"LC","LC"
"334","SKv13",2.6048,0.5148,0,0.3068,0.8828,0.0348,0.2168,0.0268,0.1656,0.0768,2513.968,0.00192126550536841,0.000885134576096434,0.000680358699872075,0.000193319883148871,"LC",5523.533369,59,"LC","LC"
"335","SKv14",1.6368,0.2048,0,0.4352,0,0,0.0424,0,0,0,769.2448,0.00301490500813265,0.000887103819226337,0.000620868675355361,0.000055118994629538,"LC",3468.004991,39,"LC","LC"
"336","SKv2",0,0.0008,0.5664,0.3004,0,0,0,0,0,0,557.15,0.00155721080498968,0.00155721080498968,0.000539172574710581,0,"LC",1752.891124,23,"LC","LC"
"337","SKv3",1.008,0.504,0.0324,0.0948,0.026,0.0804,0.4284,0.0408,0,0.038,902.9904,0.00249482165037413,0.00137853071306184,0.000784504464277804,0.000561689249409518,"LC",3069.11865,32,"LC","LC"
"338","SKv4",0.162,2.5104,1.0372,0,0,0,0,0,0,0,1313.5804,0.00282403726486784,0.00270071021157137,0,0,"LC",5580.268908,45,"LC","LC"
"339","SKv5",11.1044,7.1884,6.216,6.7572,3.5968,1.8164,0.6152,0,0,0,6923.8212,0.0053863898160744,0.00378259334599802,0.00184661036596381,0.0000888526699678495,"LC",13660.2922,125,"LC","LC"
"340","SKv6",3.868,1.1468,0.33,0,0.0084,0,0.2848,0.0704,0,0,4674.8652,0.00122108333733345,0.000393679800649653,0.0000777776437275667,0.0000759808004731345,"LC",9123.828544,85,"LC","LC"
"341","SKv7",0.6804,0.4464,0.312,0.1392,0.1976,0.0516,0.0904,0.3744,0.0204,0.5168,496.252,0.00570113571330695,0.0043300581156348,0.00280180231011663,0.00201913543925264,"LC",2838.393063,26,"LC","LC"
"342","SKv8",2.6532,2.2852,0.4456,0.6772,0.5884,1.1308,1.2376,0.406,0.0336,0.5108,3931.7928,0.00253533197374999,0.00186052530540266,0.00116598209346128,0.000556489141543776,"LC",10270.17349,93,"LC","LC"
"343","SVcb1",8.5712,1.4256,0.0028,0,0,0.0024,0,0,0,0,5108.8792,0.00195776795818543,0.000280061427171737,0.000000469770355893324,0,"LC",18754.42525,173,"LC","LC"
"344","SVcb10",6.2688,12.4852,6.8248,2.95,2.8864,0.8964,1.5256,8.4592,1.4068,7.7752,919.6632,0.0559752744265509,0.0491588659848518,0.028162048889202,0.020841107918638,"LC",15533.94288,59,"LC","LC"
"345","SVcb11",58.7236,17.212,5.3764,4.0388,1.6764,0.5064,4.848,2.9428,0.414,5.9076,2493.6388,0.0407621183950137,0.0172127575172475,0.00815434857686687,0.00565936012866017,"LC",43221.30243,143,"LC","LC"
"346","SVcb12",88.1684,63.1472,17.1696,20.824,9.2068,6.3536,6.9036,5.2188,0.5768,4.838,10862.8848,0.0204740088931073,0.0123575277167627,0.0049638379668723,0.00161441461664032,"LC",41978.26708,319,"LC","LC"
"347","SVcb13",14.4284,11.9344,4.0804,6.362,0.1712,2.6348,2.1668,1.2444,1.654,1.7952,1920.4356,0.0241984683058364,0.0166853811708135,0.00834623144874007,0.00357231453114075,"LC",6610.415079,64,"LC","LC"
"348","SVcb14",2.4052,2.1472,0.2424,0.572,0.0456,0.03,0.0636,0,0.0064,0,441.2272,0.012493336766183,0.00704217691021768,0.00162637298879126,0.000158648424213194,"LC",1986.312374,25,"LC","LC"
"349","SVcb15",3.3028,1.8068,1.5004,1.7104,0.2472,0.2684,0.2424,0.0152,0,0,2856.3324,0.00318366307786867,0.00202735507954186,0.000869506644254709,0.0000901855820422021,"LC",13513.5201,121,"LC","LC"
"350","SVcb16",24.4524,2.1928,0.8212,0.916,0.0556,0.7652,0.182,0.1628,0.562,0,9880.8072,0.00304732188277087,0.000572584798537512,0.000267548991341517,0.0000917738785551852,"LC",34133.49073,267,"LC","LC"
"351","SVcb17",71.6052,82.724,18.2552,12.5404,7.4508,4.606,2.3704,1.854,0,1.2824,8214.646,0.0246740273409225,0.0159572548835336,0.00366467404681833,0.000670363640746053,"LC",20749.4781,183,"LC","LC"
"352","SVcb18",34.9932,0.1448,0,3.7088,0,0.0196,0,0,0,0,5101.8224,0.00761814052954881,0.000759179700179293,0.000730797685156583,0,"LC",10475.31971,98,"LC","LC"
"353","SVcb19",3.3168,1.7492,0,0,0,0,0,0,0,0,10665.7168,0.000474979796950919,0.000164002104387396,0,0,"LC",26724.5722,182,"LC","LC"
"354","SVcb2",0.146,0.1416,0,0,0,0,0.004,0.0448,0,0,1075.8564,0.000312681134768543,0.00017697529149801,0.0000453592133671371,0.0000453592133671371,"LC",6998.740086,41,"LC","LC"
"355","SVcb20",177.8564,41.1524,7.4732,26.346,1.8012,2.7368,5.3672,1.7864,0.0024,0,6219.6988,0.0425297122105013,0.0139340509543645,0.00611605179337623,0.0011505380292692,"LC",15278.59242,146,"LC","LC"
"356","SVcb21",14.7068,16.0176,12.5368,11.3232,9.026,1.084,4.008,13.8012,9.4848,2.5692,3045.662,0.0310466492998895,0.0262178797253274,0.0168424467324345,0.0098051589440982,"LC",8552.26669,79,"LC","LC"
"357","SVcb22",0,0.1068,0,0,0,0,0,0,0,0,0.5316,0.200902934537246,0.200902934537246,0,0,"LC",1.114277259,0,"LC","LC"
"358","SVcb23",150.3024,33.598,4.244,2.886,2.6452,0.438,8.3368,0.7016,0,0.006,2519.1048,0.0806469028203987,0.0209818980139294,0.00595989495951101,0.00359032303856513,"LC",6855.316109,70,"LC","LC"
"359","SVcb24",15.2784,9.0032,2.9128,0.3728,0.0268,3.5828,0.8608,2.7344,1.72,1.3412,596.7168,0.0634022705578258,0.0377981648916203,0.0178288930360265,0.0111550403809646,"LC",6744.264469,40,"LC","LC"
"360","SVcb25",3.4104,0.602,0.2352,2.602,0.2492,0.6724,0.0664,0.6976,0,0.4388,823.9772,0.0108910780541015,0.00675212857831503,0.00573608104690275,0.00145974912898075,"LC",5826.595785,37,"LC","LC"
"361","SVcb26",17.6456,16.9,6.882,16.994,1.1268,1.7964,3.6636,2.388,2.3796,2.7476,1747.8652,0.0414926734624615,0.0313971580874772,0.0177908456556032,0.00639568772237127,"LC",8376.351591,57,"LC","LC"
"362","SVcb27",9.0648,4.5132,0.8172,1.1336,0.2272,0.2368,0,0,0,0,1210.104,0.0132160541573286,0.00572512775761422,0.00132021710530665,0,"LC",4653.161972,50,"LC","LC"
"363","SVcb28",55.9116,13.92,0.2852,13.0308,0.0676,0.1196,0.0084,0.1028,0,0.0084,1809.8568,0.0461110514378817,0.0152182205796613,0.00736942281842409,0.0000660825762568619,"LC",6059.762359,51,"LC","LC"
"364","SVcb29",0.4952,0.2248,0.1804,0,0,0,0,0,0,0,373.6608,0.002409672087626,0.00108440596391165,0,0,"LC",3340.106969,22,"LC","LC"
"365","SVcb3",12.1992,17.5208,4.406,1.8296,0.81,3.3496,2.1672,0.0116,0.0596,0.588,889.586,0.0482714431207326,0.0345580978117911,0.00990977825640242,0.00317720827441079,"LC",5638.601945,48,"LC","LC"
"366","SVcb4",27.448,15.8688,3.2048,1.0784,0.2572,1.382,1.0768,0.2356,1.7368,8.6912,3661.8716,0.0166525773323128,0.00915695678679722,0.00394825422060129,0.00320612006166464,"LC",21020.56572,142,"LC","LC"
"367","SVcb5",0,0.002,0,0,0,0,0,0,0,0,359.8116,0.00000555846448530286,0.00000555846448530286,0,0,"LC",564.4748924,9,"LC","LC"
"368","SVcb6",7.9772,6.1884,3.0796,3.8148,0.4804,1.0832,1.4796,0.616,0.504,3.946,708.9796,0.0411425096011225,0.0298908459425349,0.0168185375150427,0.00923242361275275,"LC",6427.25622,50,"LC","LC"
"369","SVcb7",4.1844,1.3356,0.1392,0.8112,0.0152,0.0932,0.0084,0,0,0,360.9508,0.0182495786129301,0.00665686292979542,0.00257098751408779,0.0000232718697395878,"LC",3265.492873,31,"LC","LC"
"370","SVcb8",16.9472,12.3996,3.926,3.8792,0.8036,1.3464,1.6448,0.738,2.9056,1.0316,843.362,0.0540953943858035,0.0340005833793792,0.0146428224178941,0.00749381641572658,"LC",8118.074289,64,"LC","LC"
"371","SVcb9",38.2196,29.6088,16.2276,22.6388,1.7876,3.2344,4.0304,7.3196,2.5212,16.1876,2593.0128,0.0546760123976249,0.0399365556544881,0.0222596664389779,0.0115922297028383,"LC",36063.97631,134,"LC","LC"
"372","SVk1",23.2304,2.6072,0.0008,0,0,0.0508,0.134,0,0,0,12001.9708,0.00216824390207648,0.000232695117038612,0.0000153974712219763,0.0000111648330289222,"LC",31903.22462,229,"LC","LC"
"373","SVk10",6.0992,9.5984,0.0364,0.3272,0.9056,0.2924,0.2232,0,0,0,5539.6844,0.00315584765081563,0.00205484630135247,0.000315613647593354,0.0000402911039480877,"LC",64698.61384,222,"LC","LC"
"374","SVk11",26.09,9.142,2.3204,0.9488,0.1696,4.4672,0.1188,0,0,0,13624.6808,0.00317488538887458,0.00125997814202003,0.000418681368300386,0.00000871947033063703,"LC",22885.46613,192,"LC","LC"
"375","SVk12",10.1332,4.526,2.7096,1.2984,0,0,0,0,0,0,7252.688,0.00257383193651788,0.00117666718877194,0.000179023280747772,0,"LC",12608.7486,116,"LC","LC"
"376","SVk13",54.1564,16.7376,8.7,25.5892,1.7648,6.4256,5.4576,0.7044,0,3.44,8409.2552,0.0146238396951017,0.00818374497660625,0.00515879218411638,0.00114183715104757,"LC",20772.29101,178,"LC","LC"
"377","SVk14",9.9728,0.0008,0.0088,0,0,0,0.1916,0,0,0,880.8224,0.0115505691045096,0.000228422892060874,0.000217523986674272,0.000217523986674272,"LC",1543.554548,22,"LC","LC"
"378","SVk15",0.3744,0.002,0.2076,0.1128,0.5644,0.2612,0,0,0,0,1617.2148,0.000941371548170348,0.000709862412834708,0.000580256871257918,0,"LC",12263.05505,82,"LC","LC"
"379","SVk16",0.848,0.386,2.154,0.6328,3.934,0.784,0.7944,0,0,0,7905.7652,0.00120585417841653,0.00109859068417564,0.00077730616133148,0.000100483631869057,"LC",42443.89966,151,"LC","LC"
"380","SVk17",47.71,18.9112,0.3672,2.4652,1.6464,0.75,0.8724,0,0,0,3751.572,0.0193845140117263,0.0066671784521262,0.00152842595050821,0.00023254251817638,"LC",36872.44651,176,"LC","LC"
"381","SVk2",12.4764,5.9024,2.3156,1.9772,0.7104,0.0928,0.3636,0.1284,0,0.6292,3227.4224,0.0076209423346631,0.00375519485766722,0.00120889041360065,0.000347397973069779,"LC",17344.11899,94,"LC","LC"
"382","SVk3",1.2372,0.5988,0.1128,0,0,0,0,0,0,0,576.2632,0.00338178804407431,0.00123485240771925,0,0,"LC",1700.845545,24,"LC","LC"
"383","SVk4",38.6892,8.2716,3.8208,3.2424,2.2964,1.2664,1.8076,0.1164,0.96,0,12455.3472,0.00485500717314408,0.00174877501608305,0.000777914886226536,0.000231547138244368,"LC",42742.66764,289,"LC","LC"
"384","SVk5",1.7172,0.2704,0.0568,0.038,0.0084,0,0.204,0,0,0,1418.3416,0.00161794591655494,0.000407236169340306,0.000176544211916227,0.000143829949005233,"LC",18756.64742,100,"LC","LC"
"385","SVk6",29.1272,8.2908,4.8668,3.8556,0.0488,2.9932,0.6368,0.0096,0,0.016,4220.3792,0.0118105027150167,0.00490894277935973,0.00179130823126036,0.000156952721215193,"LC",18032.2345,103,"LC","LC"
"386","SVk7",73.49,22.4344,5.7188,2.0488,0,0.9968,0.89,0,0,0.8344,13112.6348,0.00811531790697015,0.00251079973644961,0.000363771284166322,0.000131506751030693,"LC",16619.50565,178,"LC","LC"
"387","SVk8",21.3612,11.6148,0,0,0.0108,0,0,0,0,0,3235.7984,0.0101943310188917,0.00359280726512505,0.0000033376615799056,0,"LC",4434.208762,54,"LC","LC"
"388","SVk9",16.678,5.466,0.3336,0.2864,0,0.2724,0.42,0,0,0,5504.2496,0.00426150732699331,0.00123148485126837,0.000177826238112458,0.0000763046792064081,"LC",12050.6283,104,"LC","LC"
"389","SVkd1",33.9652,39.9548,15.4652,18.598,13.364,8.5104,1.6448,0,0,0,37004.7196,0.00355366562485721,0.00263580432588929,0.00113815752302039,0.0000444483843623017,"LC",105628.5252,641,"LC","LC"
"390","SVkd2",1.516,0.1708,0,0,0,0,0,0,0,0,2239.5116,0.000753199938772365,0.0000762666288488972,0,0,"LC",17823.73221,64,"LC","LC"
"391","SVkd3",6.7964,1.7944,0,0,0,0,0,0,0,0,2898.1184,0.00296426812651961,0.000619160349004375,0,0,"LC",8222.225073,56,"LC","LC"
"392","SVl1",0.9392,1.0836,0.0456,0.5332,0.0036,0.0864,0.1848,0.354,0,0,1579.2596,0.00204551550612705,0.00145080644119561,0.000735787833741837,0.00034117253426859,"LC",11749.4717,55,"LC","LC"
"393","SVl10",0.7048,4.466,1.5156,0.6232,1.0216,0.4796,0.5556,0.4968,0.0544,0.0276,615.1964,0.0161658943387835,0.0150202439416095,0.00529717013948716,0.00184396397638218,"LC",2079.966729,23,"LC","LC"
"394","SVl11",0.0012,1.6272,0.2204,0.0284,0.1876,0.0616,0,0.02,0,0.0028,596.5872,0.00360249096862957,0.00360047952755272,0.000503530749570222,0.0000382173804600568,"LC",1310.267225,18,"LC","LC"
"395","SVl12",1.1844,5.236,1.1084,1.4916,0.0412,0.3728,3.5976,0.318,1.4112,7.36,368.3856,0.0600490355757663,0.0568339261903831,0.0396117546397036,0.0344389140074965,"LC",1261.638471,18,"LC","LC"
"396","SVl13",0.6628,1.4084,0.7644,0.6184,0.508,0.5376,0.2184,0.2048,0.2712,0.2992,72.4612,0.0758088466655258,0.0666618824971157,0.0366761798038122,0.0137121659591616,"LC",4106.51579,19,"LC","LC"
"397","SVl14",29.3988,15.404,8.0888,8.6832,4.7284,2.424,2.0012,0.4156,0.2236,2.2152,3420.6212,0.0215115312972977,0.0129169520436814,0.00604895976204556,0.00141950824604607,"LC",17730.99517,118,"LC","LC"
"398","SVl16",29.3592,38.984,16.366,49.2712,0,5.9148,12.1864,0,0,0,2251.9056,0.0675346248972426,0.054497133449999,0.0299179503794475,0.005411594517994,"LC",5667.109149,58,"LC","LC"
"399","SVl17",0.5208,0.4584,0.0792,4.6776,0,0,0,0,0,0,42.6524,0.134482467575095,0.122272134745055,0.10966792021082,0,"LC",2069.040193,14,"LC","LC"
"400","SVl18",4.4872,9.6988,2.5432,1.7052,0.0244,0.1668,0.1088,0.026,0.026,0,865.0132,0.0217180500829352,0.0165306147929303,0.00237822960389506,0.000185893117006769,"LC",2695.829502,33,"LC","LC"
"401","SVl19",0.0168,0.1964,0,0.0488,0.0028,0,0,0.1628,0.0016,0,80.776,0.00531345944339903,0.0051054768743191,0.00267406160245618,0.00203525799742498,"LC",777.2303167,8,"LC","LC"
"402","SVl20",11.3244,9.166,8.7668,12.1952,0.842,0.8568,6.2184,0.0768,1.0152,0.2644,648.648,0.0782026615359949,0.0607441940775274,0.0330977664310998,0.011677828344495,"LC",5199.580571,48,"LC","LC"
"403","SVl21",0.878,1.018,3.0152,1.2464,0.0776,4.0096,1.4764,0.152,0.0052,0.0016,268.5708,0.0442341460799164,0.0409649894925286,0.0259477203031752,0.00608852488803697,"LC",4177.630137,30,"LC","LC"
"404","SVl22",65.1864,74.1872,42.7988,48.1292,15.4204,10.8472,38.454,11.67,10.8172,10.3172,3681.678,0.0890429852909461,0.071337363017624,0.0395621778982301,0.019354870252097,"LC",14455.00773,124,"LC","LC"
"405","SVl23",106.9688,96.5616,54.0928,72.9212,16.6224,20.5388,41.6088,8.6332,7.222,4.7356,5704.3004,0.0753651052458598,0.0566127968996864,0.030202126101213,0.0109039839486714,"LC",27037.38453,153,"LC","LC"
"406","SVl24",7.0468,9.6048,2.0832,4.8108,0.052,0.1332,0.2548,0,0,0,182.28,0.131586570111916,0.0929273644941848,0.0288062321702875,0.00139784946236559,"LC",922.5778268,16,"LC","LC"
"407","SVl25",11.1216,22.8664,7.3424,24.3588,0,0,7.0656,0,0,0.0012,472.9328,0.15384003816187,0.130323800759854,0.0664483410750957,0.0149425034592652,"LC",1975.171934,24,"LC","LC"
"408","SVl26",5.912,12.6284,3.462,6.344,0,0.0376,1.564,0,0.004,0,510.344,0.0586898249024188,0.0471054817926732,0.0155769441788284,0.00307243741476338,"LC",1465.706484,21,"LC","LC"
"409","SVl27",0.4312,0.286,0,0,0.0228,0,0.0144,0.606,0,0,426.688,0.00318827808609569,0.00217770361481926,0.00150742462876856,0.00145398980050997,"LC",926.8109621,14,"LC","LC"
"410","SVl3",17.974,13.8404,6.734,7.216,0.1084,4.056,2.9652,2.392,0.5944,0.978,14882.14,0.0038205795671859,0.00261282315580958,0.00123033380951933,0.000465631958844629,"LC",48356.32851,319,"LC","LC"
"411","SVl4",0.7228,0.684,0.9316,0.9128,0.7192,0.582,0.062,0.0672,0.2256,0.1964,1968.0536,0.00259322205452128,0.00222595563454166,0.0014050430333808,0.000280073672790213,"LC",7834.873993,62,"LC","LC"
"412","SVl5",0.2436,3.126,0.9804,0.2716,0.186,0.3156,0.0684,0.0388,0,0.0004,2975.3692,0.00175803392735261,0.00167616173481933,0.000296030489258274,0.0000361635792963105,"LC",7717.28972,69,"LC","LC"
"413","SVl7",0.0064,0.0124,0,0,0,0,0.0064,0.0084,0,0,286.2132,0.000117395004842544,0.0000950340515392023,0.0000517097045139777,0.0000517097045139777,"LC",6210.888853,35,"LC","LC"
"414","SVl8",21.2952,26.8612,5.4452,8.7708,1.2976,0.3444,11.084,7.9848,7.3752,0.7196,1748.3556,0.0521507180804637,0.0399705872192133,0.0214924240812338,0.0155366562729001,"LC",9479.190325,68,"LC","LC"
"415","SVl9",43.9708,45.0048,31.3992,43.2336,18.5916,15.1308,11.7164,11.9232,2.8624,22.33,1115.6136,0.220652383585141,0.181238378592731,0.112752300617346,0.0437714276699388,"LC",8700.793382,66,"LC","LC"
"416","SVmp1",0.82,2.1132,0,0,0,0,0.148,0,0.1092,0,8133.022,0.000392277310942968,0.000291453779419261,0.0000316241613510943,0.0000316241613510943,"LC",13632.69887,137,"LC","LC"
"417","SVmp2",0.536,0.3008,0,0,0,0,0.0152,0,0,0,2718.2392,0.000313438199257814,0.000116251726485292,0.00000559185519802672,0.00000559185519802672,"LC",16194.61039,108,"LC","LC"
"418","SVmp7",0.0068,0,0,0,0,0,0,0,0,0,2027.626,0.0000033536756778617,0,0,0,"LC",4433.501829,46,"LC","LC"
"419","SVs1",40.3976,13.224,2.6008,1.6708,0.4524,1.9336,0.5168,1.436,0.0164,0.108,1972.284,0.031616339229036,0.0111336906855199,0.00311009976250885,0.00105319517878764,"LC",5121.834748,56,"LC","LC"
"420","SVs2",64.96,10.222,3.342,2.5268,0.706,1.6736,5.242,6.2424,0.082,3.6552,1631.75,0.0604577907154895,0.0206477707982228,0.0123352229201777,0.00932838976558909,"LC",8207.216277,73,"LC","LC"
"421","SVs3",53.2012,31.0464,19.7572,37.3696,17.0336,14.8904,17.6896,10.6516,3.7992,15.4728,1014.296,0.217797960358712,0.165346604935837,0.115259056527877,0.046942115516575,"LC",9073.263412,55,"LC","LC"
"422","SVs4",3.8752,10.77,5.2744,4.3104,3.2176,4.8788,2.1744,1.7572,1.7112,6.596,325.9052,0.136742831964633,0.124852257650384,0.075621990689317,0.0375532516817774,"LC",4283.35206,25,"LC","LC"
"423","SVs5",3.866,11.166,8.6388,9.0012,6.532,6.492,7.0896,4.0136,2.4748,10.0968,250.3336,0.277113419852549,0.261670027515284,0.182556396744185,0.0945730017864162,"LC",7395.012058,55,"LC","LC"
"424","SVs6",331.26,331.1044,146.8792,181.4908,65.276,100.9364,83.6964,54.206,38.212,64.3176,7037.5756,0.198559685809983,0.151489498741584,0.0835707114819484,0.0341640379678479,"LC",64156.40512,297,"LC","LC"
"425","SVs7",149.7256,113.7752,61.4588,88.4036,48.9896,35.0472,82.884,59.5252,25.2204,124.7232,4782.816,0.165122973578745,0.133818068685896,0.0971798204237838,0.0611256632076166,"LC",32535.59538,194,"LC","LC"
"426","SVs8",20.7484,30.7648,20.458,21.5008,8.4692,8.4212,4.1192,3.6744,3.44,17.1144,848.6824,0.163442060304302,0.138994281017257,0.0786386049716596,0.0334023658320238,"LC",11358.69763,57,"LC","LC"
